country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Hungary,HUN,2020-12-28,1094,,,,,0.01,,,,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2020-12-29,2461,,,1367,1367,0.03,,,142,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2020-12-30,3789,,,1328,1348,0.04,,,140,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2020-12-31,5110,,,1321,1339,0.05,,,139,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-01,,,,,1578,,,,163,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-02,,,,,1722,,,,178,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-03,12000,,,,1818,0.12,,,188,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-04,15000,,,3000,1987,0.16,,,206,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-05,21000,,,6000,2648,0.22,,,274,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-06,31500,,,10500,3959,0.33,,,410,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-07,42549,,,11049,5348,0.44,,,554,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-08,,,,,6375,,,,660,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-09,,,,,7402,,,,766,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-10,71000,,,,8429,0.73,,,873,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-11,78579,,,7579,9083,0.81,,,940,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-12,86929,,,8350,9418,0.9,,,975,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-13,96101,,,9172,9229,0.99,,,955,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-14,105728,,,9627,9026,1.09,,,934,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-15,112847,,,7119,8688,1.17,,,899,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-16,119944,,,7097,8347,1.24,,,864,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-17,123188,,,3244,7455,1.28,,,772,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-18,131332,129689,1643,8144,7536,1.36,1.34,0.02,780,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-19,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-20,138584,134554,4030,5327,6069,1.43,1.39,0.04,628,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-21,144798,138983,5815,6214,5581,1.5,1.44,0.06,578,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-22,150128,143184,6944,5330,5326,1.55,1.48,0.07,551,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-23,153392,145257,8135,3264,4778,1.59,1.5,0.08,495,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-24,156098,146695,9403,2706,4701,1.62,1.52,0.1,487,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-25,162315,149676,12639,6217,4426,1.68,1.55,0.13,458,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-26,170476,152704,17772,8161,5317,1.76,1.58,0.18,550,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Hungary,HUN,2021-01-27,187508,161215,26293,17032,6989,1.94,1.67,0.27,723,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1569-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-93-beteg
Iceland,ISL,2020-12-30,4875,4875,,,,1.43,1.43,,,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2020-12-31,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-01,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-02,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-03,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-04,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-05,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-06,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2021-01-07,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
